[2024-05-17 05:38:33] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-05-17 05:38:33] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2024-05-17 05:38:33] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-05-17 05:38:34] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-05-17 05:38:34] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-05-17 05:38:34] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-05-17 05:38:34] [class-ss-setup-task.php:33] Creating archive directory: /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/simply-static/temp-files/simply-static-1-1715924313/
[2024-05-17 05:38:35] [class-ss-setup-task.php:72] Adding origin URL to queue: https://cadeponder.github.io-local/
[2024-05-17 05:38:35] [class-ss-setup-task.php:145] Adding files from directory: /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/Sarah-LI-Banner_v5-768x192.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/Sarah-LI-Banner_v5-768x192.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/elpasocounty-pubhealth-F-300x169.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/elpasocounty-pubhealth-F-300x169.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/serotonin-300x207.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/serotonin-300x207.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk-768x286.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk-768x286.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/plateau-excavation-F.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/plateau-excavation-F.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/Sarah-LI-Banner_v5-300x75.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/Sarah-LI-Banner_v5-300x75.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-doorway-150x150.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-doorway-150x150.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/cade-2-150x150.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/cade-2-150x150.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-arc-interacive-300x225.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-arc-interacive-300x225.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/brasserie-custom-menu-editing-F-768x434.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/brasserie-custom-menu-editing-F-768x434.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/popl-sticker-1-150x300.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/popl-sticker-1-150x300.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-lgt.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-lgt.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/brasserie-custom-menu-editing-F-1024x578.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/brasserie-custom-menu-editing-F-1024x578.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-lgt-1536x573.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-lgt-1536x573.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk-1536x573.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk-1536x573.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/nasdx-100-lp-F-768x435.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/nasdx-100-lp-F-768x435.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-floorplan-view.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-floorplan-view.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/elpasocounty-pubhealth-F.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/elpasocounty-pubhealth-F.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-square-straight-on.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-square-straight-on.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-square-interactive-150x150.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-square-interactive-150x150.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/nasdx-100-lp-F-2048x1159.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/nasdx-100-lp-F-2048x1159.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-banner-640x200-1.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-banner-640x200-1.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk-300x112.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-drk-300x112.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-1-150x150.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-1-150x150.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-arc-interacive-768x576.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-arc-interacive-768x576.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-floorplan-view-150x150.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-floorplan-view-150x150.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-150x150.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-150x150.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/plateau-excavation-F-150x150.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/plateau-excavation-F-150x150.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/shelton-cio-minute-F.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/shelton-cio-minute-F.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/nasdx-100-lp-F-300x170.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/nasdx-100-lp-F-300x170.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-lgt-150x150.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-logo-lgt-150x150.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/elpasocounty-pubhealth-F-1536x867.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/elpasocounty-pubhealth-F-1536x867.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-1.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-1.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-doorway-300x225.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-doorway-300x225.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/brasserie-custom-menu-editing-F.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/brasserie-custom-menu-editing-F.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-arc-interacive-150x150.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-arc-interacive-150x150.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-1-300x169.png to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/chevron-studio-F-1-300x169.png
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-banner-640x200-1-300x94.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/sarah-banner-640x200-1-300x94.jpg
[2024-05-17 05:38:35] [class-ss-setup-task.php:150] Adding file /Users/cadeponder/Desktop/Important Files/cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-doorway.jpg to queue as: https://cadeponder.github.io-local/wp-content/uploads/2024/04/lyingMirrors-doorway.jpg
